Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.0.11-2.18.61.18-52338-443-6,192.168.0.11,52338,2.18.61.18,443,6,16/04/2023 08:56:00 pm,266097,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.516056175003853,266097.0,0.0,266097.0,266097.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,3.7580280875019265,3.7580280875019265,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,510,501,0,20,0,0,0,0,0,0,0,0,No Label
192.168.0.9-239.255.255.250-42117-1900-17,192.168.0.9,42117,239.255.255.250,1900,17,16/04/2023 08:56:13 pm,709747,9,0,2573.0,0.0,312.0,235.0,285.8888888888889,33.084907603182316,0,0,0,0,3625.2354712312977,12.680574909087323,88718.375,88198.07978787212,219959.0,6.0,709747.0,88718.375,88198.07978787212,219959.0,6.0,0,0,0,0,0,0,0,0,0,72,0,12.680574909087323,0.0,235.0,312.0,281.9,33.64669374544845,1132.1,0,0,0,0,0,0,0,0,0.0,313.22222222222223,285.8888888888889,0.0,0,0,0,0,9,3625,1,285,0,0,0,0,8,8,0,0,0,0,1.6816677737327818E15,220156.086774003,1.681667774108085E15,1.681667773484445E15,No Label
192.168.0.11-54.192.111.21-64335-443-17,192.168.0.11,64335,54.192.111.21,443,17,16/04/2023 08:56:16 pm,260939,8,10,2071.0,7863.0,1250.0,43.0,258.875,420.7104323131801,1452.0,43.0,786.3000000000001,562.779421956576,38070.200315016154,68.98163938698318,15349.352941176468,37644.32874939659,116502.0,0.0,260939.0,37277.0,53413.049756902416,116897.0,53.0,118503.0,13167.000000000004,37111.34389240034,111971.0,0.0,0,0,0,0,64,80,30.658506394214744,38.32313299276843,43.0,1452.0,588.6315789473686,567.0350969469092,321528.80116959073,0,0,0,0,0,0,0,0,1.0,621.3333333333334,258.875,786.3,0,0,0,0,18,38070,0,115,0,436,0,0,7,8,0,0,0,0,1.68166777679638E15,73914.44444915038,1.681667776892775E15,1.68166777663189E15,No Label
192.168.0.9-239.255.255.250-52165-1900-17,192.168.0.9,52165,239.255.255.250,1900,17,16/04/2023 08:55:59 pm,612211,10,0,2929.0,0.0,312.0,235.0,292.9,28.15216589259953,0,0,0,0,4784.298223978335,16.334237705627636,68023.44444444444,101766.94679648092,306752.0,5.0,612211.0,68023.44444444444,101766.94679648092,306752.0,5.0,0,0,0,0,0,0,0,0,0,80,0,16.334237705627636,0.0,235.0,312.0,293.72727272727275,26.84805731925834,720.8181818181813,0,0,0,0,0,0,0,0,0.0,323.1,292.9,0.0,0,0,0,0,10,4784,1,292,0,0,0,0,9,8,0,0,0,0,1.6816677597832398E15,229881.28533088716,1.681667760063745E15,1.681667759454139E15,No Label
192.168.0.9-239.255.255.250-51776-1900-17,192.168.0.9,51776,239.255.255.250,1900,17,16/04/2023 08:56:19 pm,717258,12,0,3410.0,0.0,312.0,235.0,284.1666666666667,32.710391268978995,0,0,0,0,4754.216753246392,16.730381536350936,65205.272727272735,94265.82530704424,307368.0,3.0,717258.0,65205.272727272735,94265.82530704424,307368.0,3.0,0,0,0,0,0,0,0,0,0,96,0,16.730381536350936,0.0,235.0,312.0,281.2307692307692,33.058417602162606,1092.8589743589746,0,0,0,0,0,0,0,0,0.0,304.6666666666667,284.1666666666667,0.0,0,0,0,0,12,4754,1,284,0,0,0,0,11,8,0,0,0,0,1.6816677793668225E15,260982.9090403005,1.681667779723638E15,1.681667779009644E15,No Label
192.168.0.11-2.18.61.22-59350-443-17,192.168.0.11,59350,2.18.61.22,443,17,16/04/2023 08:56:49 pm,1874052,68,171,4724.0,190565.0,1250.0,31.0,69.47058823529413,158.6745915000524,1250.0,25.0,1114.415204678363,367.4275720582686,104206.82030167786,127.53114641429373,7874.168067226888,75174.75695692546,1143469.0,0.0,1859316.0,27750.98507462687,147252.9796450594,1198893.0,21.0,1727010.0,10158.882352941184,95737.08428444984,1243250.0,0.0,0,0,0,0,544,1368,36.28501236892039,91.24613404537334,25.0,1250.0,818.9124999999998,571.0900652301723,326143.8626046024,0,0,0,0,0,0,0,0,2.0,822.3389121338912,69.47058823529412,1114.4152046783627,0,0,0,0,119,267305,0,19,0,797,0,0,67,8,0,0,0,0,1.6816678107670105E15,301905.08212220995,1.681667810968357E15,1.681667809109042E15,No Label
192.168.0.9-239.255.255.250-38191-1900-17,192.168.0.9,38191,239.255.255.250,1900,17,16/04/2023 08:56:49 pm,464,2,0,481.0,0.0,246.0,235.0,240.5,7.7781745930520225,0,0,0,0,1036637.9310344828,4310.3448275862065,464.0,0.0,464.0,464.0,464.0,464.0,0.0,464.0,464.0,0,0,0,0,0,0,0,0,0,16,0,4310.3448275862065,0.0,235.0,246.0,242.33333333333334,6.350852961085883,40.33333333333333,0,0,0,0,0,0,0,0,0.0,363.5,240.5,0.0,0,0,0,0,0,0,1,240,0,0,0,0,1,8,0,0,0,0,0,0,0,0,No Label
192.168.0.11-2.18.61.22-62209-443-17,192.168.0.11,62209,2.18.61.22,443,17,16/04/2023 08:56:42 pm,8596754,60,118,9614.0,130393.0,1250.0,31.0,160.2333333333333,367.14567222393936,1250.0,25.0,1105.025423728813,385.7277828015927,16286.030750676358,20.70548953709737,48569.23163841809,548746.2557335477,7298454.0,0.0,8503695.0,144130.4237288136,966047.1481763873,7431442.0,16.0,8403096.0,71821.33333333337,683429.7642086139,7393678.0,0.0,0,0,0,0,480,944,6.9793784956508,13.726111041446574,25.0,1250.0,789.145251396648,585.7828058567751,343141.4956374362,0,0,0,0,0,0,0,0,1.0,793.5786516853933,160.23333333333332,1105.0254237288136,0,0,0,0,89,107838,0,54,0,732,0,0,59,8,0,0,0,0,1.681667810333886E15,2092075.0110665748,1.681667811148278E15,1.681667802576979E15,No Label
134.221.96.0-0.0.0.32-0-0-0,134.221.96.0,0,0.0.0.32,0,0,16/04/2023 08:56:01 pm,50773377,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.05908608363788762,2.53866885E7,10714.789055319754,2.5394265E7,2.5379112E7,5.0773377E7,2.53866885E7,10714.789055319754,2.5394265E7,2.5379112E7,0,0,0,0,0,0,0,0,0,0,0,0.05908608363788762,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.40833906140106E14,1.18911867785357E15,1.681667786885947E15,2.5394265E7,No Label
192.168.0.9-239.255.255.250-52952-1900-17,192.168.0.9,52952,239.255.255.250,1900,17,16/04/2023 08:55:56 pm,717387,12,0,3410.0,0.0,312.0,235.0,284.1666666666667,32.710391268978995,0,0,0,0,4753.361853504454,16.727373091511275,65217.0,68290.31322522982,203648.0,18.0,717387.0,65217.0,68290.31322522982,203648.0,18.0,0,0,0,0,0,0,0,0,0,96,0,16.727373091511275,0.0,235.0,312.0,281.2307692307692,33.058417602162606,1092.8589743589746,0,0,0,0,0,0,0,0,0.0,304.6666666666667,284.1666666666667,0.0,0,0,0,0,12,4753,1,284,0,0,0,0,11,8,0,0,0,0,1.681667756921163E15,236350.80917272143,1.681667757298909E15,1.681667756583337E15,No Label
192.168.0.11-2.18.61.6-49879-443-17,192.168.0.11,49879,2.18.61.6,443,17,16/04/2023 08:56:11 pm,1941913,6,8,3976.0,3183.0,1250.0,31.0,662.6666666666666,645.1808015329243,1250.0,25.0,397.875,535.252794080917,3686.57092259025,7.209385796377077,149377.92307692306,203491.74362303643,688863.0,1.0,1843025.0,368605.0,243598.28028231233,688863.0,25728.0,603677.0,86239.57142857143,94104.76850450096,227698.0,1.0,0,0,0,0,48,64,3.0897367698758904,4.119649026501187,25.0,1250.0,560.6,587.754419075567,345455.2571428571,0,0,0,0,0,0,0,0,1.0,600.6428571428571,662.6666666666666,397.875,0,0,0,0,14,3686,0,284,0,227,0,0,5,8,0,0,0,0,1.6816677733710132E15,437445.46388848685,1.681667773795585E15,1.681667772528773E15,No Label
192.168.0.11-157.240.20.15-52448-443-6,192.168.0.11,52448,157.240.20.15,443,6,16/04/2023 08:56:46 pm,640837,8,8,1580.0,4016.0,870.0,0.0,197.5,305.6963946700806,1392.0,0.0,502.00000000000006,613.7125897821738,8732.32974999883,24.96734739099022,42722.466666666674,67925.63822074283,243903.0,1.0,640837.0,91548.14285714286,104082.41913571599,244400.0,55.0,497508.0,71072.57142857142,87389.90218718472,245058.0,1.0,0,0,0,0,172,172,12.48367369549511,12.48367369549511,0.0,1392.0,329.1764705882353,485.8410536500232,236041.5294117647,0,2,0,8,15,0,0,0,1.0,349.75,197.5,502.0,0,0,0,0,9,11254,0,98,0,251,64240,272,4,20,0,0,0,0,1.681667807237682E15,180005.99021888795,1.681667807527151E15,1.681667806977128E15,No Label
192.168.0.11-20.135.21.18-52144-443-6,192.168.0.11,52144,20.135.21.18,443,6,16/04/2023 08:56:00 pm,56780602,10,5,869.0,810.0,217.0,0.0,86.9,95.0887889173996,366.0,0.0,162.0,180.8811764667623,29.56995771196649,0.2641747264321009,4055757.285714286,1.2088536341054296E7,4.5007993E7,64.0,5.6316794E7,6257421.555555556,1.4905611051533733E7,4.5007993E7,64.0,5.6316642E7,1.40791605E7,2.1532921426270884E7,4.5472386E7,6722.0,1,0,0,0,200,112,0.17611648428806725,0.08805824214403363,0.0,366.0,115.62499999999999,124.98526579827987,15621.316666666668,0,0,0,10,15,0,0,0,0.0,123.33333333333333,86.9,162.0,0,0,0,0,5,1569,0,57,0,54,510,2050,6,20,0,0,0,0,1.6816677701155622E15,1.5012377267780198E7,1.681667816759952E15,1.681667760577582E15,No Label
192.168.0.9-239.255.255.250-57201-1900-17,192.168.0.9,57201,239.255.255.250,1900,17,16/04/2023 08:56:41 pm,818153,8,0,2261.0,0.0,312.0,235.0,282.625,33.784770448912546,0,0,0,0,2763.541782527229,9.778122184970293,116879.0,91862.28794233246,207203.0,122.0,818153.0,116879.0,91862.28794233246,207203.0,122.0,0,0,0,0,0,0,0,0,0,64,0,9.778122184970293,0.0,235.0,312.0,278.55555555555554,33.878869192725105,1147.777777777778,0,0,0,0,0,0,0,0,0.0,313.375,282.625,0.0,0,0,0,0,8,2763,1,282,0,0,0,0,7,8,0,0,0,0,1.6816678018436175E15,266381.1623275459,1.681667802251173E15,1.681667801433707E15,No Label
152.199.19.161-192.168.0.11-443-52357-6,152.199.19.161,443,192.168.0.11,52357,6,16/04/2023 08:56:53 pm,55,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36363.63636363636,55.0,0.0,55.0,55.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,18181.81818181818,18181.81818181818,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,133,1019,0,20,0,0,0,0,0,0,0,0,No Label
192.168.0.11-2.16.165.93-52465-443-6,192.168.0.11,52465,2.16.165.93,443,6,16/04/2023 08:56:51 pm,456718,8,15,1241.0,6257.0,601.0,0.0,155.125,230.34659444287118,1460.0,0.0,417.13333333333327,567.3873540393806,16417.132672677668,50.35930267692537,20759.909090909085,48891.88385943698,193037.0,0.0,388089.0,55441.28571428571,77153.63784621411,198483.0,162.0,354370.0,25312.142857142855,56092.77306097755,194292.0,0.0,0,0,0,0,172,312,17.51627919197404,32.843023484951324,0.0,1460.0,312.41666666666663,481.77334709489116,232105.55797101447,0,2,0,12,22,0,0,0,1.0,326.0,155.125,417.1333333333333,0,0,0,0,14,26276,0,53,0,272,64240,501,5,20,0,0,0,0,1.6816678113885175E15,130950.35238223878,1.681667811547122E15,1.681667811091238E15,No Label
192.168.0.11-2.23.209.182-51999-443-6,192.168.0.11,51999,2.23.209.182,443,6,16/04/2023 08:55:54 pm,10023814,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.19952485151859362,1.0023814E7,0.0,1.0023814E7,1.0023814E7,1.0023814E7,1.0023814E7,0.0,1.0023814E7,1.0023814E7,0,0,0,0,0,0,0,0,0,40,0,0.19952485151859362,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1023,0,0,20,0,0,0,0,1.0023814E7,0.0,1.0023814E7,1.0023814E7,No Label
192.168.0.11-2.23.209.182-52001-443-6,192.168.0.11,52001,2.23.209.182,443,6,16/04/2023 08:55:54 pm,9607149,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.20817830555141803,9607149.0,0.0,9607149.0,9607149.0,9607149.0,9607149.0,0.0,9607149.0,9607149.0,0,0,0,0,0,0,0,0,0,40,0,0.20817830555141803,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1021,0,0,20,0,0,0,0,9607149.0,0.0,9607149.0,9607149.0,No Label
192.168.0.11-213.140.213.169-52153-443-6,192.168.0.11,52153,213.140.213.169,443,6,16/04/2023 08:55:55 pm,82486,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.24653880658536,82486.0,0.0,82486.0,82486.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,12.12326940329268,12.12326940329268,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,511,501,0,20,0,0,0,0,0,0,0,0,No Label
192.168.0.11-185.199.108.154-51937-443-6,192.168.0.11,51937,185.199.108.154,443,6,16/04/2023 08:56:37 pm,247534,1,1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.039849071238699,8.079698142477397,247534.0,0.0,247534.0,247534.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,4.039849071238699,4.039849071238699,0.0,1.0,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,2,0,0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,510,290,0,20,0,0,0,0,0,0,0,0,No Label
192.168.0.9-239.255.255.250-53908-1900-17,192.168.0.9,53908,239.255.255.250,1900,17,16/04/2023 08:56:55 pm,818849,12,0,3410.0,0.0,312.0,235.0,284.1666666666667,32.710391268978995,0,0,0,0,4164.3819556475,14.654716559463344,74440.81818181818,65614.45923394962,205078.0,895.0,818849.0,74440.81818181818,65614.45923394962,205078.0,895.0,0,0,0,0,0,0,0,0,0,96,0,14.654716559463344,0.0,235.0,312.0,281.2307692307692,33.058417602162606,1092.8589743589746,0,0,0,0,0,0,0,0,0.0,304.6666666666667,284.1666666666667,0.0,0,0,0,0,12,4164,1,284,0,0,0,0,11,8,0,0,0,0,1.6816678158725162E15,264105.8054962204,1.681667816280779E15,1.681667815464004E15,No Label
192.168.0.14-224.0.0.251-5353-5353-17,192.168.0.14,5353,224.0.0.251,5353,17,16/04/2023 08:56:29 pm,2046712,5,0,470.0,0.0,94.0,94.0,94.0,0.0,0,0,0,0,229.63660739762116,2.442942631889587,511678.0,590413.6259329838,1038122.0,129.0,2046712.0,511678.0,590413.6259329838,1038122.0,129.0,0,0,0,0,0,0,0,0,0,40,0,2.442942631889587,0.0,94.0,94.0,94.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,112.8,94.0,0.0,0,0,0,0,0,0,1,94,0,0,0,0,4,8,0,0,0,0,1.6816677897263522E15,590580.2943566043,1.681667790082047E15,1.681667789044624E15,No Label
192.168.0.11-104.18.12.173-50241-443-6,192.168.0.11,50241,104.18.12.173,443,6,16/04/2023 08:56:00 pm,51119502,79,76,6994.0,13211.0,895.0,0.0,88.53164556962021,117.41552723980323,556.0,0.0,173.82894736842113,245.08939257111308,395.2503293165884,3.032110915321515,331944.8181818183,1695678.8218603386,1.3139845E7,0.0,5.1119502E7,655378.2307692309,2364454.0666516735,1.3223842E7,10.0,5.1060016E7,680800.2133333334,2416065.6135427402,1.3222871E7,0.0,1,0,0,0,1604,1724,1.5453984665187075,1.4867124488028072,0.0,895.0,129.87179487179492,194.5709495920312,37857.854425144746,0,0,0,99,155,0,0,0,0.0,130.70967741935485,88.53164556962025,173.82894736842104,0,0,0,0,12,6733,0,45,0,85,514,40,59,20,0,0,0,0,1.6816677862202798E15,1.4871920876658702E7,1.681667811512073E15,1.681667760392635E15,No Label
192.168.0.11-2.18.61.6-58494-443-17,192.168.0.11,58494,2.18.61.6,443,17,16/04/2023 08:56:11 pm,1727637,13,13,9224.0,2674.0,1250.0,31.0,709.5384615384615,609.4315131585905,1250.0,25.0,205.69230769230768,358.2800079582505,6886.863386232177,15.049457727520306,69105.48,111453.02997867158,342735.0,0.0,1527168.0,127263.99999999999,133235.66172353816,342735.0,96.0,1223907.0,101992.25000000001,203124.28220992058,688317.0,0.0,0,0,0,0,104,104,7.524728863760153,7.524728863760153,25.0,1250.0,486.9629629629632,563.3679956968613,317383.4985754987,0,0,0,0,0,0,0,0,1.0,505.6923076923077,709.5384615384615,205.69230769230768,0,0,0,0,26,6886,0,354,0,102,0,0,12,8,0,0,0,0,1.6816677720842428E15,414097.6866740451,1.681667772881674E15,1.681667771315198E15,No Label
192.168.0.9-239.255.255.250-38995-1900-17,192.168.0.9,38995,239.255.255.250,1900,17,16/04/2023 08:56:10 pm,614123,8,0,2166.0,0.0,302.0,235.0,270.75000000000006,32.61353794274483,0,0,0,0,3526.9807514129907,13.026706376409939,87731.85714285714,149433.35143515604,409030.0,4.0,614123.0,87731.85714285714,149433.35143515604,409030.0,4.0,0,0,0,0,0,0,0,0,0,64,0,13.026706376409939,0.0,235.0,302.0,268.0,31.603006186120968,998.7500000000001,0,0,0,0,0,0,0,0,0.0,301.5,270.75,0.0,0,0,0,0,8,3526,1,270,0,0,0,0,7,8,0,0,0,0,1.681667770918807E15,266416.68756217207,1.681667771223364E15,1.681667770611609E15,No Label
192.168.0.9-239.255.255.250-42854-1900-17,192.168.0.9,42854,239.255.255.250,1900,17,16/04/2023 08:56:52 pm,714078,11,0,3108.0,0.0,312.0,235.0,282.54545454545456,33.79752546078969,0,0,0,0,4352.465697024695,15.404479622674273,71407.8,96474.88209292844,306705.0,373.0,714078.0,71407.8,96474.88209292844,306705.0,373.0,0,0,0,0,0,0,0,0,0,88,0,15.404479622674273,0.0,235.0,312.0,279.49999999999994,33.90762853293154,1149.7272727272732,0,0,0,0,0,0,0,0,0.0,304.90909090909093,282.54545454545456,0.0,0,0,0,0,11,4352,1,282,0,0,0,0,10,8,0,0,0,0,1.681667813084961E15,258758.22432341208,1.681667813413778E15,1.681667812702196E15,No Label
192.168.0.11-2.23.209.182-52003-443-6,192.168.0.11,52003,2.23.209.182,443,6,16/04/2023 08:55:54 pm,9607173,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.20817778549423438,9607173.0,0.0,9607173.0,9607173.0,9607173.0,9607173.0,0.0,9607173.0,9607173.0,0,0,0,0,0,0,0,0,0,40,0,0.20817778549423438,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1021,0,0,20,0,0,0,0,9607173.0,0.0,9607173.0,9607173.0,No Label
192.168.0.11-104.18.13.173-51200-443-6,192.168.0.11,51200,104.18.13.173,443,6,16/04/2023 08:56:37 pm,154793,1,1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.460240450149555,12.92048090029911,154793.0,0.0,154793.0,154793.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,6.460240450149555,6.460240450149555,0.0,1.0,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,2,0,0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,509,8,0,20,0,0,0,0,0,0,0,0,No Label
192.168.0.11-213.140.213.171-52434-443-6,192.168.0.11,52434,213.140.213.171,443,6,16/04/2023 08:56:31 pm,652761,9,8,2177.0,1061.0,853.0,0.0,241.88888888888889,350.21152338424145,504.0,0.0,132.625,195.8752791957168,4960.467920111649,26.043222557720206,40797.5625,63499.42493174643,228321.0,1.0,652761.0,81595.125,85619.6181081307,228321.0,598.0,548192.0,78313.14285714286,112993.15789230863,279400.0,1.0,0,0,0,0,204,184,13.787588412910697,12.255634144809509,0.0,853.0,179.88888888888889,280.18709902048727,78504.81045751635,0,3,0,7,16,0,0,0,0.0,190.47058823529412,241.88888888888889,132.625,0,0,0,0,7,5920,0,128,0,62,64240,501,4,20,0,0,0,0,1.6816677914162352E15,178467.8075285932,1.681667791668659E15,1.681667791116565E15,No Label
192.168.0.11-2.23.209.182-52015-443-6,192.168.0.11,52015,2.23.209.182,443,6,16/04/2023 08:55:54 pm,9607157,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.20817813219873474,9607157.0,0.0,9607157.0,9607157.0,9607157.0,9607157.0,0.0,9607157.0,9607157.0,0,0,0,0,0,0,0,0,0,40,0,0.20817813219873474,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1021,0,0,20,0,0,0,0,9607157.0,0.0,9607157.0,9607157.0,No Label
192.168.0.9-239.255.255.250-39531-1900-17,192.168.0.9,39531,239.255.255.250,1900,17,16/04/2023 08:56:16 pm,204376,3,0,847.0,0.0,310.0,235.0,282.3333333333333,41.186567389542596,0,0,0,0,4144.322229616002,14.678827259560808,102188.0,143620.45832679968,203743.0,633.0,204376.0,102188.0,143620.45832679968,203743.0,633.0,0,0,0,0,0,0,0,0,0,24,0,14.678827259560808,0.0,235.0,310.0,270.5,41.121770389904185,1691.0000000000007,0,0,0,0,0,0,0,0,0.0,360.6666666666667,282.3333333333333,0.0,0,0,0,0,0,0,1,282,0,0,0,0,2,8,0,0,0,0,1.681667776958526E15,0.0,1.681667776958526E15,1.681667776958526E15,No Label
192.168.0.11-157.240.20.10-49787-443-6,192.168.0.11,49787,157.240.20.10,443,6,16/04/2023 08:56:25 pm,261530,2,2,24.0,24.0,24.0,0.0,12.0,16.97056274847714,24.0,0.0,12.0,16.97056274847714,183.53534967307766,15.294612472756473,87176.66666666667,50356.072030424824,144677.0,50942.0,261530.0,261530.0,0.0,261530.0,261530.0,65911.0,65911.0,0.0,65911.0,65911.0,1,0,0,0,40,40,7.6473062363782365,7.6473062363782365,0.0,24.0,14.4,13.145341380123988,172.8,0,0,0,2,4,0,0,0,1.0,18.0,12.0,12.0,0,0,0,0,0,0,0,6,0,6,515,326,0,20,0,0,0,0,1.681667785664279E15,91717.4063741447,1.681667785729133E15,1.681667785599425E15,No Label
192.168.0.11-213.140.213.232-62654-53-17,192.168.0.11,62654,213.140.213.232,53,17,16/04/2023 08:56:45 pm,128460,1,1,36.0,76.0,36.0,36.0,36.0,0.0,76.0,76.0,76.0,0.0,871.8667289428616,15.56904873112253,128460.0,0.0,128460.0,128460.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7.784524365561265,7.784524365561265,36.0,76.0,49.333333333333336,23.094010767585033,533.3333333333334,0,0,0,0,0,0,0,0,1.0,74.0,36.0,76.0,0,0,0,0,0,0,0,18,0,38,0,0,0,8,0,0,0,0,0,0,0,0,No Label
192.168.0.11-2.18.61.18-52400-443-6,192.168.0.11,52400,2.18.61.18,443,6,16/04/2023 08:56:11 pm,37114497,82,73,80859.0,41325.0,1460.0,0.0,986.0853658536586,657.1351628488112,1460.0,0.0,566.0958904109586,673.2785696455724,3292.0828753249707,4.176265678610705,241003.2272727273,1731426.0626585083,1.8843762E7,0.0,3.7114497E7,458203.6666666666,2375990.0301784836,1.8843762E7,1.0,3.6976677E7,513564.95833333326,3890524.00569435,3.2984162E7,0.0,0,0,0,0,1664,2116,2.2093792622327606,1.9668864163779451,0.0,1460.0,783.2307692307699,695.818699469206,484163.6625310172,0,2,1,53,154,0,0,0,0.0,788.2838709677419,986.0853658536586,566.0958904109589,0,0,0,0,34,43741,0,521,0,266,64240,486,64,20,0,0,0,0,1.6816677734221235E15,6466920.13719625,1.681667808519863E15,1.681667771405525E15,No Label
192.168.0.11-54.192.111.21-52407-443-6,192.168.0.11,52407,54.192.111.21,443,6,16/04/2023 08:56:16 pm,696491,7,10,645.0,6221.0,517.0,0.0,92.14285714285714,189.75811670951748,1440.0,0.0,622.1,708.1654624607319,9857.988114706435,24.408068445966997,43530.6875,97444.51800398609,360129.0,0.0,696491.0,116081.83333333334,135672.82476519264,360129.0,131.0,559524.0,62169.333333333336,139679.6209572105,410986.0,0.0,0,0,0,0,152,212,10.05038112480994,14.357687321157059,0.0,1440.0,381.4444444444444,596.0681191058443,355297.202614379,0,2,0,7,16,0,0,0,1.0,403.88235294117646,92.14285714285714,622.1,0,0,0,0,10,12275,0,37,0,365,64240,131,3,20,0,0,0,0,1.6816677770828938E15,216787.546594385,1.681667777426338E15,1.681667776729908E15,No Label
192.168.0.11-54.192.111.52-52096-443-6,192.168.0.11,52096,54.192.111.52,443,6,16/04/2023 08:56:21 pm,152577,1,1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.554067782169003,13.108135564338006,152577.0,0.0,152577.0,152577.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,6.554067782169003,6.554067782169003,0.0,1.0,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,2,0,0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,514,133,0,20,0,0,0,0,0,0,0,0,No Label
